
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
job_dumpobject                          Aruncă *X
job_repairobject                        Repară *X
job_operateequipment                    Operează *X
job_escortprisoner                      Escortează Prizonierul în *X
job_punishprisoner                      Pedepsește Prizonierul
job_searchobject                        Precheziționează *X
job_searchentity                        Percheziționează Prizonierul
job_searchingentity						În Curs De Percheziție
job_searchcell                          Percheziționează Celula
job_searchcellblock                     Percheziționează Blocul
job_improvecellindoor                   Curăță Zona Interioară
job_improvecelloutdoor                  Grădinărește Zona Exterioară
job_opendoor                            Deschide Ușa Încuiată
job_giveuniform                         Dă Prizonierului Uniforma
job_failurecount                        Eșuat de *X ori
job_feedprisoner                        Hrănește Prizonierul
job_healprisoner                        Vindecă Prizonierul
job_delivermail                         Livrează Corespondența
       
finances_title                          Finanțe
finances_income                         Venit
finances_expenses                       Cheltuieli
finances_total                          TOTAL
finances_profit                         Net
finances_timewithoutincident            (*X zile)
finances_dailyincome                    *X / zi

finances_category_federalgrant          Subvenție Federală
finances_category_minsecprisoners       Subvenție Prizonieri Minimă Securitate
finances_category_medsecprisoners       Subvenție Prizonieri Standard
finances_category_maxsecprisoners       Subvenție Prizonieri Maximă Securitate
finances_category_prisoners             Subvenție Prizonieri
finances_category_workmen               Salarii Muncitori
finances_category_guards                Salarii Paznci
finances_category_admin                 Salarii Administratori
finances_category_staff                 Salarii Personal
finances_category_food                  Mâncare
finances_category_electricity           Curent Electric
finances_category_workshops             Ateliere
finances_category_loaninterest          Dobândă Împrumut
finances_category_reformprogs           Programe De Reformă
finances_category_noincident            Zile Fără Incidente
finances_category_exports               Exporturi (ieri)
finances_category_corptax               Taxe Corporație
finances_category_prisonerwages         Salarii Prizonieri (ieri)
finances_category_shoprevenue           Profit Magazin (ieri)

reports_foodtitle                       Poliță Nutrițională
meal_quantity                           Calitate Mese
meal_variety                            Varietate Mese
meal_cost                               Cost Per Prisonier

reports_paroletitle                     Polță Eliberare Condiționată
parole_title                            Rată Eliberare Condiționată
parole_info                             Limită Eliberare Condiționată: *P%
parole_desc                             Dacă un prizonier are o rată de recidivare mai mică decât valoarea asta, vor fi eliberați la finalul aduierii.
parole_fine                             Amendă Recidivare
parole_reward                           Recompensă Eliberare Timpurie

victory_title                           CERTIFICARE

victory_PrisonValue                     Valoarea Închisorii
victory_Income                          Profit Zilnic
victory_Prisoners                       Capacitate
victory_PrisonersReleased               Prizonieri Eliberați
victory_prisonersdied                   Decese În Custodie
victory_prisonersescaped                Prizonieri Evadați
victory_Bankrupt                        Faliment
victory_Riot                            Revoltă\nNecontrolată
victory_TooManyDeaths                   Neglijențăl\nCriminală
victory_TooManyEscapes                  Securitate\nDezastruoasă
victory_failure                         EȘEC
victory_warning                         AVERTIZMENT
victory_remaining                       rămase
victory_death                           DECESE
victory_escapes                         EVADĂRI
victory_counter                         (*X astăzi)
victory_executions                      Execuții Ilegale
victory_innocentsexecuted               Prizonier Inocent Executat

victory_warning_bankrupt                Ai la dispoziție 24 de ore să eviți un dezastru financiar.
victory_warning_riot                    Pune capăt revoltei sau guvernul nostru va fi nevoit să preia controlul.
victory_warning_toomanydeaths           Vei înfrunta tribunalul, dacă mai au loc multe decese azi.
victory_warning_toomanyescapes          Vei fi concediat, dacă mai au loc multe evadări azi.

victory_prisoners_units                 Locuri
victory_prisonersreleased_units         Eliberați
victory_toomanydeaths_units             Decese
victory_toomanyescapes_units            Evadări
victory_prisonersparoled                Prizonieri Eliberați Condiționat
victory_prisonersreoffended             Prizonieri Recidiviști

victory_adviserwarning_toomanydeaths1   Ieri a fost un capitol foarte întunecat în istoria închisorii. Prea mulți oameni și-au pierdut viețile aici.
victory_adviserwarning_toomanydeaths2   Asigură-te că nu mai moare nimeni azi sau vei fi luat pentru neglijență criminală.
victory_advisernotice_toomanydeaths1    Să nu zici că nu te-am avertizat. Ai fost găsit vinovat de neglijență criminală datoriată evenimentelor recente.
victory_advisernotice_toomanydeaths2    Acum vei petrece următorii zece ani în închisoare ca pedeapsă pentru crima ta. Propria ta închisoare. Baftă.
victory_adviserwarning_riot1            Închisoarea ta a scăpat de sub control. Oprește revolta acum sau guvernul va fi nevoit să întervină.
victory_advisernotice_riot1             Nu ai reușit să oprești revolta. Guvernul a revocat contractul cu noi și a trimis garda națională să preia controlul închisorii.
