
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Νέο
report_intake_list_tooltip_dr           \n\nΓια να μεταφερθούν στην φυλακή σου, οι θανατοποινίτες απαιτούν ένα ειδικό κελί Θανατικής ποινής. Η εισδοχή Θανατοποινιτών είναι επίσης πιο αργή από την κανονική εισδοχή και ο αριθμός των διαθέσιμων Θανατοποινιτών δεν θα αυξάνεται πάντοτε.. Αυτοί οι κρατούμενοι είναι αρκετά σπάνιοι.
report_intake_buttons_tooltip_title     Επόμενη εισδοχή
report_intake_buttons_tooltip           Από αυτήν την ενότητα, μπορείς να αυξήσεις ή να μειώσεις τον αριθμό των κρατουμένων που θέλεις να λαμβάνεις στην επόμενη εισδοχή.\n\nΑν επιλέξεις «Καθόλου», η φυλακή σου δεν θα δέχεται καινούργιους κρατουμένους, ενώ αν επιλέξεις «Όλους», θα δέχεσαι το σύνολο των διαθέσιμων κρατουμένων.\n\nΟ αριθμός των κρατουμένων από κάθε κατηγορία προσαρμόζεται με τα παραπάνω ρυθμιστικά.
report_intake_overview_tooltip_title    Επισκόπηση εισδοχής
report_intake_overview_tooltip          Εδώ μπορείς να δεις την επόμενη παραλαβή κρατουμένων και την πληρωμή που θα λάβεις. Μπορείς να αλλάξεις τον αριθμό και την κατηγορία των κρατουμένων που θα παραλάβεις με τα ρυθμιστικά και τα κουμπιά από πάνω. Η πληρωμή βασίζεται στον αριθμό των κρατουμένων σε κάθε κατηγορία.

valuation_categoryprison                Αξία φυλακής
valuation_construction                  Θεμέλια και οικοδομή
valuation_objects                       Προσαρτήματα και εξαρτήματα
valuation_stock                         Στοκ και υλικά
valuation_staff                         Προσωπικό
valuation_startupgrant                  Αρχική επιδότηση
valuation_capacity                      Χωρητικότητα κρατουμένων
valuation_cash                          Μετρητά
valuation_debt                          Τραπεζικά δάνεια
valuation_categoryperformance           Προστασία και ασφάλεια
valuation_bonustimewithoutincident      [Μπόνους] Χρόνος χωρίς περιστατικό
valuation_finedeath                     [Ποινή] Θάνατοι το τελευταίο 24ωρο
valuation_fineescape                    [Ποινή] Αποδράσεις το τελευταίο 24ωρο
valuation_total                         ΣΥΝΟΛΟ
valuation_sell                          ΠΩΛΗΣΗ
valuation_sellprison                    ΠΩΛΗΣΗ ΦΥΛΑΚΗΣ
valuation_sell_tooltip                  Η πώληση της φυλακής σου θα σου επιτρέψει να πάρεις τα κέρδη από αυτή τη φυλακή και να ξεκινήσεις μια νέα, με πολύ υψηλότερο τραπεζικό υπόλοιπο.\n\nΘα μπορείς να διευθύνεις ακόμα αυτή τη φυλακή, αλλά μπορείς να πουλήσεις μόνο μία φορά κάθε φυλακή. Όλα τα κέρδη από την πώληση θα μεταβιβαστούν στη νέα σου οικοδομή.
valuation_sold                          Αυτή η φυλακή πουλήθηκε για: *X
valuation_donotown                      Δεν μπορείς να πουλήσεις αυτή τη φυλακή, επειδή δεν είσαι ιδιοκτήτης της.
valuation_sellsome                      Πώληση μετοχών
valuation_buysome                       Αγορά μετοχών
valuation_shares                        Αγοροπωλησία μετοχών
valuation_shares_tooltip                Μπορείς να πουλήσεις μέχρι και το 50% της φυλακής σου σε μορφή μετοχών σε εξωτερικούς επενδυτές. Σε αντάλλαγμα για την επένδυσή τους, οι μέτοχοι θα λάβουν το ποσοστό που τους αναλογεί από τη συνολική τιμή πώλησης της φυλακής σου, όταν την πουλήσεις.\n\nΓια παράδειγμα, αν πουλήσεις μετοχές για το 30% της φυλακής σου, θα λάβεις μόνο 70% της τελικής αξίας πώλησης. Μπορείς να κάνεις ανά πάσα στιγμή επαναγορά των μετοχών που έχεις πουλήσει στο παρελθόν, αν και το κόστος μπορεί να είναι υψηλότερο από το ποσό που έλαβες όταν τις πούλησες.
