
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              새로시작
victory_TooManyDeaths                   직무\n유기
victory_TooManyEscapes                  보안\n파탄
victory_failure                         실패
victory_warning                         경고
victory_remaining                       남음
victory_death                           사망
victory_escapes                         탈옥
victory_counter                         (오늘 *X명)
victory_executions                      불법적 사형집행
victory_innocentsexecuted               사형집행된 무고한 죄수

victory_warning_bankrupt                24시간 내로 재정 파탄을 복구해야 합니다.
victory_warning_riot                    폭동을 빨리 제압하지 않으면 정부가 통제권을 행사할 수 밖에 없습니다.
victory_warning_toomanydeaths           오늘 너무 많은 사망자가 발생하면 고발당하게 됩니다.
victory_warning_toomanyescapes          오늘 너무 많은 죄수가 탈옥하면 당신은 해고됩니다.

victory_prisoners_units                 정원
victory_prisonersreleased_units         석방자
victory_toomanydeaths_units             사망
victory_toomanyescapes_units            탈옥
victory_prisonersparoled                가석방 죄수
victory_prisonersreoffended             재범 죄수

victory_adviserwarning_toomanydeaths1   어제는 이 교도소의 역사에서 어두운 한 페이지였소. 너무 많은 사람이 여기서 목숨을 잃었소.
victory_adviserwarning_toomanydeaths2   오늘은 누구도 죽지 않도록 하시오. 아니면 직무 유기로 고발당할 거요.
victory_advisernotice_toomanydeaths1    우리가 경고하지 않았소. 당신은 최근 이곳에서 벌어진 사건 때문에 직무 유기죄로 고발당했네.
victory_advisernotice_toomanydeaths2    당신은 당신이 지은 죄로 10년동안 감방생활을 해야할 거요. 당신이 지은 감방에서 말이오.
victory_adviserwarning_riot1            당신의 교도소는 통제불가입니다. 폭동을 진압하시오. 그렇지 않으면 교도소가 정부로 넘어갈 것이오.
victory_advisernotice_riot1             당신은 폭동을 진압하는데 실패했소. 정부가 운영계약을 취소했고 교도소를 접수하려고 정부 교도관을 보냈소.
victory_adviserwarning_toomanyescapes1  언론이 들끓고 있어요. 현재 너무 많은 죄수들이 탈옥했고, 그것은 당신의 잘못입니다. 
victory_adviserwarning_toomanyescapes2  이곳을 철통같이 봉쇄하고 누구도 탈옥하지 못하게 하세요. 그러지 않으면 언론이 당신을 도마 위의 생선처럼 다룰 것이오.
victory_advisernotice_toomanyescapes1   당신은 실패했소. 이 교도소는 언론의 웃음거리가 되었소. 그들은 책임질 누군가를 찾고있소.
victory_advisernotice_toomanyescapes2   그 누군가가 바로 당신이오. 당신은 해고됐소.
victory_adviserwarning_bankrupt1        우리는 파산했소! 당신의 엉터리 운영이 재정 파산으로 이끌었소.
victory_adviserwarning_bankrupt2        이 문제를 당장 해결할 방법을 찾지 못하면 당신은 해고될 것이오.
victory_advisernotice_bankrupt1         우리는 파산신청을 하고 교도소를 정부에 넘길 수 밖에 없소. 당신은 실패했소.
victory_adviserwarning_wardendeaths1    당신과 함께 일하는 건 너무나 위험하오. 교도소에서 일할 새 교도소장을 찾고있소.
victory_adviserwarning_wardendeaths2    만약 교도소장이 또 죽게되면 당신을 해고할 수 밖에 없소.
victory_advisernotice_wardendeaths1     당신은 교도소장에게 안전한 업무환경을 만들어주지 못했소. 모두들 당신과 함께 일하는 것을 두려워하고 있소.
victory_advisernotice_wardendeaths2     당신을 해고할 수 밖에 없소. 당신은 해고되었소.
victory_adviserwarning_reoffenders1     당신의 교도소에서 출소한 많은 죄수들이 범죄를 일으키고 있소. 상황을 관리하지 못하면 우리의 비용이 더 많이 들 것이오.
victory_adviserwarning_reoffenders2     너무 많은 죄수가 석방되어 재범을 일으킨다면 당신의 책임을 물을 것이오.
victory_advisernotice_reoffenders1      당신은 너무 많은 위험한 범죄자를 세상에 풀어놓았소. 당신을 해고할 수 밖에 없소. 자네는 실패했소.
